interval,rtt
120000000,128833855
120000000,8734768
120000000,93982033
120000000,2861296
120000000,56871163
120000000,2828883
120000000,127129809
120000000,6942315
120000000,88337821
120000000,2813404
120000000,53786440
120000000,2851622
120000000,122920622
120000000,2826710
120000000,85103079
120000000,2968383
120000000,52658501
120000000,2917350
120000000,118285690
120000000,3423764
120000000,81886756
120000000,3342915
120000000,46991130
120000000,3686954
120000000,113278896
120000000,2549542
120000000,75195725
120000000,2770995
120000000,43264582
120000000,12712423
120000000,109427667
120000000,3465992
120000000,177990193
120000000,57873467
120000000,3233919
120000000,3081509
120000000,4373881
120000000,86294007
120000000,2736204
120000000,52369634
120000000,3012184
120000000,118685325
120000000,2332937
120000000,183718729
120000000,63531506
120000000,8043799
120000000,2901228
120000000,8904832
120000000,198407714
120000000,78223616
120000000,3083327
120000000,41173401
120000000,3378632
120000000,111015003
120000000,6442709
120000000,73420724
120000000,3228328
120000000,4278935
120000000,2805405
120000000,107962078
120000000,2780252
120000000,172409589
120000000,52180969
120000000,2788105
120000000,118182663
120000000,2453535
120000000,82398722
120000000,3958825
120000000,154458754
120000000,34271221
120000000,2799521
120000000,96707752
120000000,2753210
120000000,165424623
120000000,45258690
120000000,3089930
120000000,113918092
120000000,2632289
120000000,76437393
120000000,3197480
120000000,140807554
120000000,20587606
120000000,2878328
120000000,190533563
120000000,70264075
120000000,2554306
120000000,137518309
120000000,17382733
120000000,99597031
120000000,2863402
120000000,169208586
120000000,49017940
120000000,3074720
120000000,217466599
120000000,97234376
120000000,3571186
120000000,61364010
120000000,6747975
120000000,128442908
120000000,8230477
