interval,rtt
90000000,236176996
90000000,146028441
90000000,55837869
90000000,3050115
90000000,2700906
90000000,2994714
90000000,4181053
90000000,2912805
90000000,2821220
90000000,2782994
90000000,3070063
90000000,2830977
90000000,2795480
90000000,4084926
90000000,2960095
90000000,3273293
90000000,3240040
90000000,4316217
90000000,2754278
90000000,2771248
90000000,3044815
90000000,4144167
90000000,2883071
90000000,2787264
90000000,2797048
90000000,3765243
90000000,2858727
90000000,7705614
90000000,2955496
90000000,4480073
90000000,2798091
90000000,2915539
90000000,3350804
90000000,3834281
90000000,2792044
90000000,2977544
90000000,2815923
90000000,4694033
90000000,2805774
90000000,2894533
90000000,7194408
90000000,4514066
90000000,2842290
90000000,2827717
90000000,2695756
90000000,13975986
90000000,2949374
90000000,3121947
90000000,3322961
90000000,4732766
90000000,2869586
90000000,2821928
90000000,2847831
90000000,5561509
90000000,2883871
90000000,2719894
90000000,3275876
90000000,4271565
90000000,3031457
90000000,2421866
90000000,3165451
90000000,5365831
90000000,2993318
90000000,4747407
90000000,2844256
90000000,2983379
90000000,2858731
90000000,2672605
90000000,2821402
90000000,4240885
90000000,2893188
90000000,2856880
90000000,2750912
90000000,3999991
90000000,2963250
90000000,2877171
90000000,2794948
90000000,4301164
90000000,2543654
90000000,2814475
90000000,2705814
90000000,3821017
90000000,2650463
90000000,3735785
90000000,6532835
90000000,4331677
90000000,3041346
90000000,3021811
90000000,2914955
90000000,3883238
90000000,2750891
90000000,2909541
90000000,2947081
90000000,4179780
90000000,2927186
90000000,2902028
90000000,2702886
90000000,4519340
90000000,3046315
90000000,2921132
