interval,rtt
100000000,134436433
100000000,34326676
100000000,3272203
100000000,2441115
100000000,2875631
100000000,7439871
100000000,3275394
100000000,2818382
100000000,2994389
100000000,2902901
100000000,2879984
100000000,2728893
100000000,3001436
100000000,3058292
100000000,3111296
100000000,2869170
100000000,4858281
100000000,3193323
100000000,2689019
100000000,2587704
100000000,4312351
100000000,2806946
100000000,80830049
100000000,3621234
100000000,2721357
100000000,3745544
100000000,2923904
100000000,4868774
100000000,2785352
100000000,4995747
100000000,2871117
100000000,2791764
100000000,2891962
100000000,3975106
100000000,2901233
100000000,2685756
100000000,2703387
100000000,5032404
100000000,23924703
100000000,3125210
100000000,2824328
100000000,4071209
100000000,230175483
100000000,130069055
100000000,29949818
100000000,3110658
100000000,3727066
100000000,2887042
100000000,5230442
100000000,2702786
100000000,2851787
100000000,2765221
100000000,3000414
100000000,2679584
100000000,2924228
100000000,3131223
100000000,2776826
100000000,2846432
100000000,2279119
100000000,4396647
100000000,3588256
100000000,2916724
100000000,3971902
100000000,4494452
100000000,2782795
100000000,2769297
100000000,3277581
100000000,6267855
100000000,2779068
100000000,2880029
100000000,2863938
100000000,4732745
100000000,2721026
100000000,2644516
100000000,3682013
100000000,2767619
100000000,2792395
100000000,4088869
100000000,2751304
100000000,3083342
100000000,2896919
100000000,2911653
100000000,4627389
100000000,2870680
100000000,2828868
100000000,4853441
100000000,2963701
100000000,2938966
100000000,2741677
100000000,5081720
100000000,3143626
100000000,2588538
100000000,3063497
100000000,4866447
100000000,3042030
100000000,4212833
100000000,3029069
100000000,4939361
100000000,2780666
100000000,2724983
