interval,rtt
110000000,137099598
110000000,26893192
110000000,2888973
110000000,57738172
110000000,2738746
110000000,3728898
110000000,196070689
110000000,85848312
110000000,3296980
110000000,168326840
110000000,58198371
110000000,6157472
110000000,147283229
110000000,37064724
110000000,3491502
110000000,123046555
110000000,12826691
110000000,3668087
110000000,98693917
110000000,3029349
110000000,81740098
110000000,4892081
110000000,66360993
110000000,6487621
110000000,154883258
110000000,44667666
110000000,3771076
110000000,136405592
110000000,26242803
110000000,2775618
110000000,106733929
110000000,2881047
110000000,90046604
110000000,2612550
110000000,178204067
110000000,67984645
110000000,2816162
110000000,53514993
110000000,2871737
110000000,141291651
110000000,31106639
110000000,3358666
110000000,118127762
110000000,7861938
110000000,98792105
110000000,2730211
110000000,187201772
110000000,77018749
110000000,3458795
110000000,65920642
110000000,2799460
110000000,46706458
110000000,3143810
110000000,132742096
110000000,22506325
110000000,3386229
110000000,210200877
110000000,100008605
110000000,2786829
110000000,84909353
110000000,5063690
110000000,173915225
110000000,63650639
110000000,5122850
110000000,44274880
110000000,2925055
110000000,132669663
110000000,22404093
110000000,5178165
110000000,210257395
110000000,100029229
110000000,3123823
110000000,82393830
110000000,2854760
110000000,175795067
110000000,65576416
110000000,2568087
110000000,57457988
110000000,2515873
110000000,133976691
110000000,23747242
110000000,4807733
110000000,211293718
110000000,101074119
110000000,2521294
110000000,87860542
110000000,2836664
110000000,72249786
110000000,2837535
110000000,54386011
110000000,3551784
110000000,38563798
110000000,2966202
110000000,228951845
110000000,118732010
110000000,8470090
110000000,3138291
110000000,92611973
110000000,3013491
110000000,183313369
