interval,rtt
80000000,131792981
80000000,51716373
80000000,3515495
80000000,3036323
80000000,2973850
80000000,3180119
80000000,4717435
80000000,2813410
80000000,2672433
80000000,2800061
80000000,5543684
80000000,2878337
80000000,2900544
80000000,2681207
80000000,5270863
80000000,2886517
80000000,2877567
80000000,2745394
80000000,4035314
80000000,2904876
80000000,2597329
80000000,2818181
80000000,3990028
80000000,2814819
80000000,2769455
80000000,2729470
80000000,4174275
80000000,4574390
80000000,3570153
80000000,2999438
80000000,4159189
80000000,2664470
80000000,3139428
80000000,2981766
80000000,3838886
80000000,2749104
80000000,3144589
80000000,2728824
80000000,3881384
80000000,2757096
80000000,2832320
80000000,2974825
80000000,4701521
80000000,2861854
80000000,2788333
80000000,2756399
80000000,3930215
80000000,2712130
80000000,2721876
80000000,2686684
80000000,4895419
80000000,3308157
80000000,3020220
80000000,2852305
80000000,31003657
80000000,2797583
80000000,2858806
80000000,2845673
80000000,4381124
80000000,3058044
80000000,2958704
80000000,3127622
80000000,3858507
80000000,2692938
80000000,2677577
80000000,2604549
80000000,4260158
80000000,2833578
80000000,2625923
80000000,2831371
80000000,4013003
80000000,2656943
80000000,9405973
80000000,3195075
80000000,3580281
80000000,3009402
80000000,2913924
80000000,3197012
80000000,4195127
80000000,2511228
80000000,3004541
80000000,3020947
80000000,4500074
80000000,3210314
80000000,3856083
80000000,3504341
80000000,4832052
80000000,3159583
80000000,2939522
80000000,2925462
80000000,6084252
80000000,3664373
80000000,2743129
80000000,2698691
80000000,3868148
80000000,3080519
80000000,3318182
80000000,6471281
80000000,4006274
80000000,2724410
