interval,rtt
130000,131094
130000,3560
130000,76516
130000,3047
130000,122937
130000,2837
130000,66267
130000,2639
130000,113293
130000,2586
130000,58480
130000,2586
130000,208669
130000,78561
130000,2872
130000,125274
130000,2711
130000,67745
130000,2739
130000,115439
130000,2315
130000,60838
130000,2750
130000,107849
130000,3357
130000,49015
130000,3159
130000,97955
130000,7355
130000,42933
130000,3444
130000,92046
130000,2881
130000,138755
130000,8539
130000,83038
130000,3332
130000,130682
130000,2346
130000,71656
130000,2896
130000,119792
130000,4842
130000,63335
130000,3065
130000,111719
130000,2447
130000,56230
130000,2851
130000,207001
130000,76773
130000,2844
130000,136816
130000,6591
130000,64349
130000,3046
130000,111254
130000,3085
130000,54512
130000,2965
130000,104241
130000,2809
130000,46908
130000,2977
130000,94434
130000,3150
130000,141411
130000,11277
130000,86577
130000,2940
130000,131426
130000,2268
130000,78263
130000,3298
130000,124604
130000,2500
130000,71310
130000,2839
130000,116639
130000,2806
130000,57276
130000,2751
130000,106346
130000,2413
130000,51236
130000,2502
130000,97466
130000,2737
130000,40849
130000,2955
130000,90619
130000,2884
130000,136653
130000,6460
130000,78809
130000,5137
130000,127271
130000,3218
130000,68541
130000,3788
