interval,rtt
20000,71395
20000,51277
20000,31175
20000,11100
20000,2567
20000,2507
20000,2509
20000,3567
20000,2452
20000,2461
20000,2505
20000,2493
20000,4731
20000,3940
20000,2590
20000,2480
20000,2938
20000,2557
20000,3033
20000,2355
20000,2521
20000,2594
20000,3703
20000,2861
20000,2434
20000,2366
20000,2618
20000,2631
20000,2637
20000,2890
20000,2435
20000,2726
20000,2790
20000,3443
20000,7972
20000,3206
20000,2447
20000,4342
20000,2355
20000,2481
20000,2605
20000,2714
20000,2330
20000,2701
20000,2646
20000,2382
20000,2519
20000,3372
20000,2996
20000,2023
20000,2117
20000,3148
20000,3378
20000,2166
20000,2377
20000,2342
20000,2831
20000,2311
20000,2516
20000,2291
20000,2106
20000,2740
20000,4395
20000,2618
20000,2662
20000,2822
20000,2685
20000,3982
20000,2374
20000,2651
20000,2608
20000,2749
20000,2350
20000,2142
20000,1990
20000,4285
20000,2966
20000,2470
20000,2036
20000,2078
20000,2058
20000,2467
20000,3761
20000,2584
20000,2731
20000,8371
20000,2232
20000,2815
20000,2525
20000,2621
20000,2419
20000,2436
20000,2596
20000,3984
20000,2654
20000,2283
20000,2375
20000,3859
20000,2463
20000,2556
