interval,rtt
30000,118516
30000,88399
30000,58293
30000,28190
30000,3576
30000,3710
30000,5915
30000,2848
30000,3248
30000,2831
30000,3230
30000,4069
30000,4826
30000,2910
30000,2566
30000,3034
30000,2660
30000,3206
30000,4642
30000,2684
30000,2458
30000,2569
30000,2644
30000,2565
30000,4723
30000,2793
30000,2741
30000,2708
30000,2669
30000,2709
30000,3704
30000,2863
30000,2775
30000,2779
30000,3759
30000,2744
30000,3075
30000,4470
30000,2699
30000,2703
30000,2858
30000,2737
30000,2808
30000,4603
30000,2738
30000,2617
30000,2780
30000,2774
30000,2770
30000,2856
30000,2710
30000,2714
30000,2816
30000,2801
30000,2401
30000,2427
30000,2650
30000,2519
30000,2420
30000,4275
30000,2753
30000,2560
30000,2498
30000,2443
30000,2448
30000,4485
30000,2644
30000,2615
30000,2567
30000,2511
30000,2619
30000,5460
30000,1990
30000,2575
30000,2521
30000,2355
30000,2374
30000,2481
30000,2218
30000,2420
30000,2564
30000,2538
30000,2290
30000,4992
30000,3780
30000,4916
30000,2348
30000,2395
30000,7628
30000,2448
30000,2727
30000,2400
30000,2708
30000,3063
30000,2433
30000,2821
30000,2561
30000,2421
30000,2154
30000,2776
