interval,rtt
50000,4219
50000,2904
50000,5047
50000,2851
50000,2864
50000,2938
50000,7968
50000,3270
50000,8604
50000,2795
50000,2898
50000,3035
50000,2861
50000,4368
50000,2875
50000,2714
50000,2800
50000,2722
50000,3171
50000,2962
50000,3188
50000,5141
50000,2800
50000,3218
50000,2801
50000,3348
50000,2752
50000,2810
50000,3136
50000,3039
50000,2684
50000,2812
50000,3123
50000,4912
50000,8300
50000,3162
50000,3255
50000,2802
50000,2952
50000,2967
50000,2974
50000,2841
50000,2843
50000,2913
50000,2751
50000,3019
50000,2820
50000,2699
50000,2803
50000,2473
50000,3289
50000,2919
50000,4813
50000,2788
50000,3008
50000,2631
50000,3033
50000,3837
50000,8403
50000,2697
50000,2759
50000,2676
50000,2759
50000,2802
50000,2848
50000,4044
50000,4572
50000,2787
50000,2244
50000,2697
50000,2837
50000,5690
50000,2876
50000,2768
50000,2817
50000,2596
50000,6493
50000,3027
50000,4347
50000,3619
50000,4737
50000,2876
50000,3041
50000,2933
50000,4376
50000,3388
50000,4108
50000,7932
50000,2829
50000,3220
50000,4225
50000,3093
50000,2917
50000,3049
50000,5215
50000,2766
50000,4248
50000,3069
50000,3076
50000,2869
50000,5416
50000,3142
50000,4310
50000,3263
50000,2907
50000,3101
50000,2906
50000,3246
50000,4048
50000,3131
50000,2880
50000,3489
50000,3116
50000,3298
50000,4479
50000,6648
50000,4880
50000,2912
50000,2941
50000,5034
50000,4012
50000,12090
50000,2925
50000,3743
50000,2979
50000,3011
50000,4105
50000,2974
50000,5166
50000,3844
50000,3007
50000,3039
50000,4469
50000,2906
50000,2738
50000,3006
50000,3108
50000,3003
50000,3922
50000,8589
50000,2765
50000,3421
50000,3173
50000,3080
50000,4023
50000,2978
50000,5873
50000,4832
50000,3116
50000,3002
50000,4940
50000,3738
50000,3062
50000,3136
50000,3082
50000,4281
50000,3000
50000,3565
50000,3089
50000,3017
50000,2845
50000,3158
50000,2626
50000,2951
50000,7354
50000,3447
50000,2811
50000,2801
50000,2755
50000,6055
50000,3139
50000,3466
50000,2929
50000,3080
50000,4989
50000,2956
50000,4450
50000,2925
50000,3038
50000,2920
50000,3077
50000,2916
50000,2855
50000,3207
50000,2893
50000,3183
50000,5857
50000,5284
50000,2791
50000,5005
50000,8108
50000,3014
50000,3042
50000,2895
50000,3208
50000,2951
50000,2887
50000,3425
50000,2921
50000,3040
50000,3040
50000,3218
50000,3069
50000,2970
50000,3096
50000,3068
50000,2974
50000,3006
50000,2795
50000,2926
50000,2596
50000,2990
50000,2900
50000,5028
50000,2982
50000,3052
50000,3242
50000,4972
50000,3972
50000,3266
50000,2822
50000,5961
50000,4301
50000,9126
50000,3274
50000,2875
50000,3510
50000,3079
50000,3938
50000,2884
50000,2928
50000,3154
50000,2867
50000,3230
50000,4063
50000,2840
50000,2972
50000,2736
50000,2879
50000,6351
50000,4007
50000,3021
50000,2938
50000,2856
50000,2979
50000,4670
50000,4220
50000,2902
50000,2959
50000,2804
50000,2779
50000,3153
50000,5746
50000,2876
50000,3000
50000,2802
50000,2910
50000,4803
50000,2802
50000,4208
50000,3126
50000,4809
50000,2944
50000,3027
50000,3091
50000,7542
50000,2462
50000,3936
50000,4506
50000,4689
50000,5697
50000,2981
50000,9954
50000,3004
50000,3220
50000,2974
50000,2873
50000,2640
50000,4509
50000,2785
50000,2987
50000,2783
50000,2818
50000,2689
50000,5153
50000,3745
50000,2738
50000,2671
50000,4368
50000,5396
50000,6060
50000,4986
50000,4872
50000,6336
50000,2869
50000,3041
50000,2850
50000,4074
50000,2809
50000,3327
50000,3397
50000,3102
50000,3079
50000,3006
50000,4481
50000,3199
50000,3168
50000,3090
50000,2977
50000,2835
50000,2724
50000,5408
50000,2711
50000,3374
50000,5672
50000,5109
50000,2840
50000,3213
50000,2850
50000,3416
50000,4779
50000,4282
50000,3020
50000,2982
50000,6003
