interval,rtt
20000,41940
20000,21804
20000,3548
20000,2903
20000,6001
20000,4021
20000,2724
20000,3025
20000,2902
20000,2535
20000,2814
20000,3213
20000,2919
20000,4696
20000,2640
20000,2823
20000,2610
20000,3959
20000,2740
20000,2656
20000,3116
20000,2669
20000,4459
20000,2435
20000,2531
20000,2487
20000,2669
20000,2484
20000,2734
20000,2776
20000,2815
20000,4493
20000,3521
20000,2570
20000,2127
20000,2488
20000,2374
20000,2179
20000,2612
20000,2749
20000,4356
20000,2530
20000,2474
20000,2191
20000,2698
20000,2265
20000,2257
20000,4246
20000,2330
20000,4556
20000,2214
20000,3374
20000,2411
20000,2230
20000,3240
20000,2491
20000,2444
20000,2369
20000,4919
20000,2507
20000,2666
20000,2590
20000,3695
20000,2446
20000,2414
20000,2396
20000,3541
20000,4302
20000,2429
20000,2597
20000,2254
20000,2153
20000,2733
20000,3433
20000,2631
20000,2573
20000,4915
20000,3861
20000,2546
20000,2708
20000,2780
20000,2962
20000,3055
20000,2179
20000,2729
20000,4205
20000,3636
20000,2589
20000,2189
20000,2305
20000,2441
20000,2772
20000,3739
20000,2521
20000,4184
20000,2499
20000,2724
20000,2393
20000,2418
20000,2333
20000,2915
20000,2539
20000,2250
20000,4458
20000,2560
20000,2752
20000,2992
20000,3993
20000,2598
20000,2433
20000,2717
20000,2500
20000,4440
20000,3363
20000,3181
20000,2591
20000,2551
20000,2611
20000,2089
20000,2255
20000,2355
20000,4400
20000,3773
20000,2375
20000,2609
20000,2539
20000,2350
20000,2435
20000,2340
20000,2929
20000,4449
20000,2416
20000,2479
20000,2590
20000,2595
20000,2214
20000,2615
20000,4101
20000,2205
20000,4398
20000,3403
20000,2755
20000,2686
20000,2378
20000,2645
20000,2345
20000,4385
20000,2561
20000,4200
20000,2597
20000,2901
20000,2766
20000,4253
20000,2998
20000,4194
20000,2468
20000,2425
20000,4143
20000,2514
20000,2765
20000,2238
20000,2053
20000,2152
20000,2394
20000,2793
20000,2106
20000,4188
20000,3792
20000,2534
20000,2273
20000,2623
20000,2519
20000,2122
20000,2316
20000,2439
20000,4052
20000,2525
20000,2607
20000,2713
20000,2187
20000,2489
20000,3951
20000,3220
20000,2421
20000,4074
20000,2075
20000,2827
20000,2355
20000,2460
20000,2551
20000,2471
20000,2669
20000,2221
20000,4817
20000,2372
20000,4567
20000,2217
20000,3797
20000,2349
20000,2463
20000,2672
20000,2164
20000,4525
20000,2264
20000,2327
20000,2662
20000,2426
20000,2441
20000,2504
20000,2825
20000,2675
20000,5359
20000,3470
20000,2407
20000,2151
20000,2294
20000,2312
20000,2814
20000,2655
20000,2125
20000,4400
20000,2349
20000,2736
20000,2548
20000,2682
20000,2557
20000,2433
20000,3988
20000,2832
20000,5808
20000,3118
20000,2615
20000,2498
20000,2464
20000,2762
20000,3061
20000,2359
20000,2569
20000,4278
20000,2577
20000,2752
20000,3996
20000,3935
20000,2074
20000,2245
20000,2555
20000,2432
20000,5670
20000,2307
20000,2844
20000,2140
20000,2413
20000,2730
20000,2665
20000,2522
20000,2806
20000,4223
20000,3578
20000,2233
20000,2798
20000,2502
20000,2155
20000,2401
20000,4210
20000,3019
20000,4461
20000,2443
20000,2200
20000,2613
20000,2402
20000,2475
20000,2554
20000,3576
20000,2740
20000,4797
20000,2422
20000,2507
20000,2326
20000,2373
20000,2408
20000,3241
20000,2445
20000,2372
20000,4118
20000,2435
20000,2251
20000,2838
20000,3781
20000,2521
20000,2433
20000,2716
20000,2601
20000,4651
20000,2873
20000,2468
20000,2671
20000,2566
20000,2400
20000,2664
20000,2736
20000,3601
20000,4645
20000,3848
20000,2504
20000,3002
20000,2572
20000,2582
20000,2323
20000,2464
20000,2274
20000,4203
20000,2520
20000,2963
20000,2572
20000,2238
20000,3512
20000,2363
20000,3989
20000,2421
20000,4097
20000,2262
20000,2202
20000,2751
20000,2605
20000,2260
20000,2109
20000,2416
20000,2472
20000,4709
20000,2591
20000,2090
20000,3904
20000,3854
20000,2444
20000,2551
20000,2651
20000,2695
20000,4698
20000,2165
20000,3994
20000,2546
20000,2114
20000,2428
20000,2248
20000,2468
20000,2413
20000,4384
20000,4319
20000,2484
20000,2601
20000,2134
20000,2462
20000,2335
20000,2421
20000,2476
20000,4294
20000,2551
20000,2554
20000,2719
20000,2541
20000,2219
20000,2330
20000,3708
20000,3203
20000,4759
20000,2511
20000,2271
20000,2356
20000,2678
20000,2548
20000,2436
20000,2692
20000,2117
20000,4430
20000,2550
20000,2449
20000,2870
20000,3676
20000,2407
20000,2317
20000,2386
20000,2528
20000,4639
20000,2079
20000,2553
20000,2499
20000,2357
20000,2486
20000,2484
20000,2685
20000,2817
20000,4182
20000,3576
20000,2602
20000,2519
20000,2693
20000,2325
20000,2287
20000,2302
20000,2531
20000,4634
20000,2543
20000,2217
20000,2506
20000,2846
20000,2750
20000,2619
20000,5521
20000,2378
20000,4975
20000,2381
20000,2479
20000,2759
20000,2417
20000,2310
20000,2579
20000,2658
20000,2828
20000,5624
20000,2551
20000,2381
20000,2428
20000,4034
20000,2141
20000,2226
20000,2642
20000,2933
20000,4469
20000,2828
20000,2453
20000,2250
20000,2754
20000,3159
20000,2522
20000,2455
20000,2454
20000,4430
20000,3630
20000,2425
20000,2823
20000,2579
20000,2503
20000,2490
20000,2107
20000,2293
20000,4375
20000,2616
20000,2506
20000,2610
20000,2606
20000,2153
20000,2686
20000,3821
20000,2823
20000,5116
20000,2846
20000,2880
20000,3598
20000,2317
20000,2629
20000,3385
20000,2679
20000,5101
20000,4901
20000,2394
20000,3216
20000,2413
20000,4072
20000,3156
20000,2605
20000,3029
20000,2568
20000,4556
20000,2481
20000,2631
20000,3023
20000,2631
20000,2405
20000,2567
20000,4094
20000,2480
20000,4281
20000,3877
20000,2406
20000,2531
20000,2760
20000,2272
20000,2372
20000,2321
20000,3581
20000,4257
20000,2187
20000,2583
20000,4448
20000,2410
20000,2660
20000,2571
20000,3694
20000,2556
20000,4670
20000,2275
20000,2472
20000,2468
20000,2686
20000,2395
20000,2567
20000,2668
20000,2539
20000,4655
20000,2435
20000,2519
20000,2500
20000,4155
20000,2473
20000,2666
20000,2426
20000,2511
20000,4506
20000,2420
20000,2815
20000,2539
20000,2213
20000,2307
20000,2515
20000,2238
20000,2533
20000,4341
20000,3517
20000,2914
20000,2202
20000,2573
20000,2492
20000,2296
20000,2755
20000,2533
20000,4391
20000,2364
20000,2491
20000,2228
20000,2360
20000,2215
20000,2728
20000,3611
20000,2295
20000,4100
20000,2156
20000,2492
20000,2515
20000,2117
20000,2605
20000,2269
20000,2739
20000,2322
20000,4485
20000,2226
20000,2628
20000,2677
20000,3315
20000,2421
20000,3219
20000,2482
20000,2754
20000,4531
20000,2654
20000,2774
20000,2719
20000,2163
20000,2345
20000,4227
20000,2511
20000,2474
20000,4272
20000,3437
20000,2778
20000,2479
20000,2696
20000,2367
20000,2326
20000,2763
20000,2510
20000,4689
20000,2195
20000,2318
