interval,rtt
90000,141349
90000,51142
90000,2899
90000,3016
90000,3217
90000,6277
90000,7314
90000,2973
90000,2860
90000,5935
90000,5096
90000,2850
90000,2823
90000,2506
90000,5418
90000,2902
90000,3344
90000,6009
90000,2851
90000,2991
90000,2845
90000,5040
90000,2792
90000,3237
90000,2915
90000,8869
90000,2904
90000,3252
90000,3083
90000,5082
90000,4490
90000,2900
90000,3417
90000,6010
90000,3104
90000,2890
90000,2680
90000,5347
90000,2856
90000,2952
90000,3043
90000,4039
90000,5076
90000,4707
90000,3094
90000,3939
90000,4967
90000,2870
90000,2704
90000,4407
90000,6171
90000,2944
90000,3531
90000,4315
90000,4152
90000,3373
90000,5527
90000,4543
90000,5245
90000,3168
90000,2918
90000,4454
90000,6110
90000,3009
90000,2965
90000,4125
90000,3943
90000,6228
90000,3316
90000,5024
90000,4017
90000,2865
90000,4756
90000,5508
90000,4131
90000,5106
90000,5092
90000,2760
90000,3084
90000,5257
90000,3035
90000,4356
90000,4152
90000,4515
90000,2913
90000,4075
90000,2856
90000,4823
90000,2900
90000,3956
90000,3057
90000,5656
90000,3138
90000,3944
90000,2869
90000,4631
90000,2920
90000,3937
90000,2788
90000,5523
90000,2946
90000,4704
90000,3109
90000,3855
90000,2966
90000,3880
90000,2934
90000,4841
90000,3090
90000,3990
90000,3080
90000,4044
90000,2891
90000,4247
90000,2995
90000,4972
90000,3342
90000,4171
90000,3070
90000,4976
90000,2748
90000,4032
90000,3218
90000,4652
90000,3380
90000,4283
90000,2844
90000,4818
90000,2819
90000,4398
90000,2711
90000,4972
90000,2378
90000,4032
90000,3070
90000,4983
90000,3030
90000,3987
90000,2877
90000,5066
90000,3161
90000,4235
90000,2839
90000,4694
90000,2964
90000,4572
90000,3219
90000,4906
90000,2816
90000,3376
90000,2933
90000,4897
90000,2949
90000,4403
90000,2870
90000,5063
90000,3366
90000,3978
90000,2876
90000,7227
90000,3290
90000,3980
90000,2932
90000,4939
90000,3126
90000,3813
90000,2729
90000,4800
90000,2849
90000,4133
90000,2874
90000,5213
90000,2854
90000,4171
90000,2966
90000,4670
90000,2929
90000,4280
90000,2731
90000,4925
90000,3046
90000,4084
90000,3028
