interval,rtt
100000,101492
100000,7033
100000,3557
100000,2924
100000,4007
100000,2839
100000,2649
100000,2889
100000,4341
100000,2813
100000,5196
100000,2917
100000,3263
100000,3290
100000,5369
100000,3241
100000,3242
100000,3052
100000,6312
100000,3422
100000,2955
100000,4598
100000,5591
100000,2840
100000,2911
100000,4262
100000,2907
100000,2680
100000,5138
100000,3937
100000,5089
100000,10711
100000,3563
100000,2999
100000,3022
100000,5400
100000,2978
100000,3149
100000,2800
100000,4317
100000,3246
100000,2961
100000,4329
100000,2826
100000,2977
100000,2946
100000,3618
100000,3015
100000,2897
100000,2601
100000,4061
100000,2974
100000,2880
100000,5408
100000,2871
100000,2890
100000,6434
100000,3223
100000,2993
100000,2907
100000,7648
100000,4032
100000,3346
100000,2724
100000,6592
100000,3855
100000,3044
100000,3122
100000,4785
100000,3110
100000,2885
100000,3981
100000,4830
100000,2879
100000,4427
100000,2802
100000,5098
100000,4756
100000,3092
100000,2753
100000,6318
100000,2940
100000,2902
100000,2775
100000,7444
100000,2696
100000,2913
100000,2918
100000,4796
100000,2580
100000,2792
100000,2957
100000,5025
100000,2912
100000,2861
100000,5115
100000,5265
100000,2937
100000,3123
100000,3233
100000,5169
100000,2868
100000,2606
100000,2789
100000,7596
100000,3180
100000,3479
100000,2784
100000,4924
100000,2953
100000,2723
100000,3443
100000,5155
100000,3443
100000,2778
100000,3312
100000,5004
100000,2914
100000,2963
100000,2928
100000,4899
100000,3234
100000,2895
100000,2811
100000,3688
100000,3388
100000,7515
100000,3239
100000,2911
100000,3269
100000,4058
100000,2995
100000,3306
100000,4562
100000,2868
100000,3215
100000,3211
100000,2952
100000,2828
100000,4967
100000,2846
100000,2766
100000,2962
100000,5700
100000,3385
100000,3676
100000,2836
100000,4236
100000,2847
100000,2911
100000,9135
100000,4099
100000,3198
100000,2904
100000,4182
100000,2948
100000,2994
100000,4168
100000,3350
100000,2854
100000,3219
100000,2845
100000,3054
100000,3589
100000,2934
100000,2922
100000,2890
100000,5309
100000,2887
100000,2900
100000,2826
100000,4110
100000,3033
100000,3011
100000,4041
100000,2619
100000,4375
100000,2825
100000,3165
100000,3358
100000,4915
100000,2904
100000,2901
100000,2986
100000,5005
100000,2815
100000,3207
100000,3224
100000,6186
100000,3372
100000,2881
100000,2859
100000,6309
100000,2846
100000,2599
100000,2868
100000,6268
100000,2689
100000,3444
100000,3060
100000,5415
100000,5794
100000,2850
100000,3040
100000,6562
100000,3698
100000,2912
100000,4149
100000,4715
100000,2931
100000,2858
100000,3971
100000,2799
100000,7745
100000,4221
100000,3062
100000,5569
100000,3093
100000,4738
100000,3237
100000,3037
100000,5428
100000,3359
100000,3228
100000,2725
100000,6685
100000,3099
100000,2860
100000,2765
100000,3006
100000,2995
100000,2902
100000,2736
100000,2910
100000,4980
100000,3258
100000,4159
100000,2709
100000,2998
100000,8472
100000,2764
100000,2944
100000,3080
100000,4397
100000,2825
100000,2930
100000,5443
100000,3026
100000,3121
100000,4064
100000,4203
100000,3023
100000,4984
100000,3083
100000,4664
100000,2753
100000,4863
100000,3053
100000,4395
100000,3320
100000,5059
100000,4953
100000,4692
100000,3657
100000,6816
100000,2770
100000,3277
100000,3011
100000,6238
100000,3085
100000,2963
100000,4287
100000,5183
100000,3357
100000,3243
100000,2964
100000,5447
100000,3227
100000,3130
100000,3238
100000,5630
100000,3119
100000,3119
100000,3217
100000,4686
100000,3121
100000,3218
100000,3322
100000,5036
100000,3181
100000,2971
100000,3216
100000,7428
100000,3373
100000,3909
100000,4025
100000,6134
100000,2817
100000,2729
100000,3040
100000,5010
100000,2732
100000,3159
100000,3154
100000,4871
100000,2902
100000,4474
100000,3020
100000,5004
100000,2918
100000,3297
100000,4933
100000,3267
