interval,rtt
130000,55192
130000,4387
130000,102509
130000,5324
130000,47526
130000,4171
130000,92460
130000,5048
130000,140339
130000,10136
130000,187084
130000,56968
130000,3307
130000,207443
130000,77240
130000,3202
130000,2811
130000,97682
130000,3212
130000,142273
130000,12119
130000,188658
130000,58514
130000,10906
130000,3706
130000,180276
130000,50188
130000,4750
130000,95095
130000,2879
130000,146125
130000,16033
130000,191490
130000,61401
130000,3392
130000,107998
130000,3568
130000,51756
130000,2794
130000,2673
130000,175274
130000,45117
130000,3465
130000,93009
130000,2933
130000,141074
130000,10979
130000,80907
130000,5026
130000,130252
130000,4546
130000,174698
130000,44582
130000,3604
130000,138872
130000,8696
130000,2850
130000,110978
130000,2799
130000,158709
130000,28614
130000,3245
130000,26808
130000,49082
130000,2849
130000,92630
130000,2812
130000,142829
130000,12741
130000,83743
130000,3105
130000,132075
130000,5408
130000,177131
130000,47031
130000,3020
130000,97452
130000,4636
130000,142470
130000,12380
130000,85522
130000,2750
130000,135317
130000,5230
130000,180831
130000,50740
130000,6955
130000,99199
130000,4917
130000,40911
130000,2970
130000,93341
130000,4596
130000,135265
130000,5095
130000,78487
130000,2915
130000,128389
130000,2902
130000,68886
130000,2988
130000,121103
130000,3602
130000,168665
130000,38559
130000,3416
130000,5185
130000,54917
130000,2913
130000,203695
130000,73595
130000,4884
130000,119663
130000,2852
130000,62481
130000,4954
130000,110911
130000,3167
130000,5098
130000,131746
130000,3201
130000,75672
130000,4945
130000,223373
130000,93297
130000,3151
130000,142332
130000,12134
130000,188914
130000,58821
130000,3122
130000,104924
130000,2766
130000,53443
130000,2932
130000,96409
130000,3887
130000,40768
130000,3388
130000,189237
130000,59166
130000,2822
130000,109577
130000,2913
130000,51243
130000,3061
130000,100656
130000,2563
130000,42175
130000,3323
130000,94152
130000,3232
130000,135994
130000,5909
130000,80458
130000,5229
130000,128309
130000,2827
130000,2940
130000,51146
130000,3000
130000,94865
130000,2812
130000,142029
130000,11877
130000,81702
130000,3033
130000,130801
130000,4599
130000,176761
130000,46637
130000,3168
130000,95864
130000,5045
130000,143630
130000,13530
130000,189384
130000,59216
130000,2953
130000,106062
130000,2872
130000,46972
130000,2674
130000,201497
130000,71383
130000,2699
130000,115801
130000,3227
130000,60231
130000,3410
130000,111860
130000,2942
130000,52200
130000,2842
130000,95816
130000,2590
130000,42816
130000,3925
130000,90167
130000,3334
130000,139286
130000,9203
130000,78458
130000,3113
130000,126692
130000,4873
130000,49906
130000,3174
130000,3622
130000,2927
130000,64097
130000,2863
130000,49802
130000,3999
130000,3142
130000,128706
130000,2374
130000,71971
130000,3372
130000,121831
130000,3056
130000,64123
130000,2786
130000,115269
130000,2433
130000,54490
130000,2975
130000,104129
130000,2838
130000,50760
130000,3647
130000,198376
130000,68300
130000,3145
130000,118069
130000,2953
130000,58837
130000,3096
130000,109228
130000,2868
130000,51206
130000,2899
130000,101381
130000,2974
130000,143348
130000,13187
130000,189843
130000,59738
130000,4853
130000,211504
130000,81417
130000,3150
130000,127799
130000,4804
130000,72550
130000,3910
130000,118832
130000,6304
130000,63421
130000,3916
130000,108201
130000,3775
130000,53149
130000,2254
130000,205890
130000,75776
130000,5033
130000,119211
130000,3025
130000,62452
130000,5007
130000,111201
130000,2926
130000,53315
130000,2871
130000,103469
130000,2892
130000,46648
130000,2876
130000,198780
130000,68624
130000,2358
130000,115064
130000,2661
130000,59686
130000,3058
130000,6331
130000,84763
130000,8909
130000,127252
130000,2467
130000,72087
130000,33327
130000,2799
130000,190695
130000,60595
130000,2826
130000,115740
130000,5517
130000,57438
130000,4148
130000,7270
130000,69480
130000,5292
130000,117534
130000,6115
130000,63427
130000,4241
130000,109948
130000,9448
130000,159581
130000,29385
130000,3775
