interval,rtt
30000,125864
30000,95786
30000,65664
30000,35480
30000,5251
30000,2893
30000,2637
30000,5534
30000,2899
30000,2787
30000,2869
30000,2780
30000,2917
30000,4846
30000,4367
30000,3126
30000,2817
30000,3646
30000,2880
30000,2242
30000,2862
30000,3260
30000,3093
30000,2636
30000,8311
30000,2814
30000,2815
30000,3905
30000,2817
30000,8434
30000,2941
30000,3044
30000,3026
30000,2954
30000,2992
30000,4322
30000,2770
30000,2924
30000,2987
30000,2874
30000,3102
30000,3586
30000,4992
30000,2705
30000,3009
30000,4098
30000,2874
30000,2580
30000,2434
30000,4774
30000,4030
30000,2590
30000,2425
30000,2572
30000,2562
30000,3695
30000,2747
30000,2514
30000,2366
30000,2352
30000,2973
30000,3528
30000,4528
30000,2200
30000,8415
30000,5342
30000,2140
30000,2545
30000,2819
30000,2275
30000,2502
30000,2805
30000,3337
30000,2460
30000,2429
30000,2440
30000,3489
30000,2579
30000,3628
30000,2471
30000,2588
30000,2529
30000,2443
30000,2770
30000,2720
30000,2377
30000,3794
30000,2495
30000,3229
30000,3335
30000,2352
30000,2435
30000,2334
30000,2415
30000,2665
30000,2344
30000,3434
30000,2419
30000,2589
30000,2384
30000,2371
30000,5103
30000,2811
30000,2799
30000,2759
30000,2816
30000,3790
30000,6788
30000,2492
30000,2636
30000,2857
30000,2693
30000,5191
30000,4273
30000,2695
30000,2916
30000,4439
30000,2776
30000,2636
30000,4758
30000,2499
30000,2492
30000,2541
30000,2807
30000,2670
30000,2331
30000,4407
30000,2540
30000,2778
30000,2804
30000,4877
30000,2784
30000,4946
30000,2925
30000,2923
30000,2685
30000,3919
30000,2495
30000,2728
30000,4557
30000,2887
30000,2457
30000,2833
30000,2849
30000,3516
30000,3364
30000,5983
30000,6825
30000,2415
30000,2413
30000,2492
30000,2557
30000,2215
30000,3126
30000,2524
30000,2675
30000,3949
30000,2485
30000,2426
30000,2496
30000,4342
30000,2340
30000,4879
30000,4608
30000,3198
30000,4263
30000,9118
30000,4460
30000,15273
30000,3941
30000,5134
30000,5327
30000,3114
30000,4110
30000,3006
30000,3094
30000,5092
30000,3682
30000,2553
30000,2490
30000,3831
30000,3454
30000,2926
30000,2844
30000,2637
30000,2713
30000,2823
30000,2913
30000,2797
30000,2526
30000,2428
30000,3982
30000,2758
30000,2630
30000,2449
30000,2417
30000,4385
30000,2253
30000,2358
30000,2469
30000,2549
30000,2412
30000,4687
30000,2408
30000,2267
30000,2194
30000,2362
30000,2194
30000,3862
30000,6593
30000,2487
30000,2528
30000,2491
30000,2567
30000,2475
30000,2510
30000,4552
30000,2358
30000,3680
30000,2556
30000,2539
30000,2889
30000,4315
30000,2821
30000,2874
30000,2049
30000,2284
30000,2497
30000,5372
30000,2372
30000,2047
30000,2329
30000,2111
30000,2236
30000,2494
30000,4316
30000,2327
30000,2314
30000,4175
30000,2550
30000,2070
30000,4182
30000,2562
30000,2336
30000,2270
30000,3204
30000,2528
30000,3144
30000,5374
30000,2561
30000,2302
30000,2355
30000,2807
30000,4609
30000,2592
30000,2753
30000,2684
30000,2505
30000,3842
30000,4519
30000,2565
30000,3343
30000,2626
30000,2607
30000,2544
30000,4291
30000,2850
30000,2518
30000,3699
30000,4244
30000,2458
30000,3487
30000,2927
30000,3045
30000,2328
30000,2471
30000,2772
30000,4710
30000,4055
30000,2926
30000,2566
30000,2681
30000,2256
30000,2939
30000,6363
30000,2558
30000,2596
30000,2573
30000,3856
30000,3088
30000,2318
30000,4544
30000,2780
30000,2414
30000,2744
30000,2422
30000,2403
30000,4212
30000,17979
30000,3697
30000,3149
30000,2981
30000,6671
30000,7208
30000,13235
30000,5671
30000,2436
30000,2839
30000,3871
30000,2458
30000,2896
30000,5923
30000,2939
30000,2563
30000,2204
30000,2491
30000,2777
30000,2722
30000,6801
30000,2337
30000,3013
30000,2452
30000,2670
30000,2710
30000,2521
30000,4632
30000,2805
30000,2452
30000,4206
30000,4836
30000,2508
30000,2627
30000,4433
30000,3172
30000,2882
30000,2346
30000,2945
30000,2729
30000,5832
30000,2978
30000,2454
30000,3019
30000,2622
30000,2553
30000,4659
30000,2593
30000,2480
30000,2869
30000,4238
30000,2772
30000,5227
30000,2678
30000,2428
30000,2673
30000,2716
30000,2561
30000,4466
30000,2755
30000,4075
30000,2651
30000,2850
30000,2471
30000,4005
30000,2438
30000,2117
30000,3993
30000,2183
30000,2885
30000,7212
30000,2580
30000,3102
30000,2533
30000,2434
30000,2533
30000,2538
30000,4811
30000,2555
30000,2632
30000,3597
30000,2814
30000,2444
30000,4377
30000,2294
30000,2396
30000,2601
30000,2490
30000,2600
30000,4489
30000,3554
