interval,rtt
1000,43284
1000,42207
1000,41136
1000,40073
1000,39020
1000,37957
1000,36895
1000,35831
1000,34768
1000,33708
1000,32651
1000,31594
1000,30534
1000,29472
1000,28409
1000,27345
1000,26281
1000,25213
1000,24143
1000,23068
1000,21996
1000,20927
1000,19863
1000,18769
1000,17653
1000,16596
1000,15488
1000,14388
1000,13344
1000,12280
1000,11239
1000,10165
1000,9139
1000,8076
1000,7011
1000,5947
1000,4883
1000,3820
1000,2757
1000,2792
1000,1730
1000,2592
1000,1537
1000,4711
1000,3649
1000,2605
1000,1538
1000,2214
1000,3581
1000,2517
1000,1474
1000,3065
1000,2002
1000,2723
1000,1661
1000,2287
1000,1224
1000,1851
1000,2777
1000,1713
1000,2445
1000,1373
1000,1917
1000,2805
1000,1744
1000,2324
1000,1250
1000,2872
1000,1808
1000,1901
1000,2799
1000,1737
1000,2450
1000,1387
1000,2820
1000,1762
1000,3744
1000,4846
1000,3776
1000,2734
1000,1696
1000,1781
1000,2443
1000,2997
1000,1934
1000,3001
1000,1936
1000,4058
1000,2996
1000,1956
1000,2827
1000,1764
1000,2589
1000,1549
1000,2074
1000,2576
1000,3353
1000,2291
1000,3153
1000,2091
1000,3906
1000,2843
1000,1803
1000,2759
1000,1697
1000,2234
1000,2984
1000,2006
1000,2594
1000,1519
1000,2780
1000,1714
1000,2600
1000,2976
1000,1905
1000,2589
1000,1537
1000,2684
1000,1580
1000,2558
1000,1422
1000,2882
1000,1792
1000,2059
1000,2794
1000,1729
1000,2342
1000,1391
1000,1936
1000,2954
1000,1889
1000,2448
1000,1384
1000,2100
1000,2556
1000,1492
1000,2881
1000,1815
1000,1891
1000,2510
1000,1445
1000,1966
1000,3195
1000,3817
1000,2754
1000,1713
1000,2280
1000,2942
1000,1917
1000,2449
1000,1385
1000,2027
1000,3460
1000,2396
1000,1356
1000,2869
1000,1805
1000,4042
1000,2977
1000,3078
1000,2009
1000,2656
1000,1592
1000,2407
1000,1349
1000,4160
1000,3097
1000,3844
1000,2781
1000,1741
1000,2634
1000,1571
1000,2838
1000,1775
1000,1838
1000,2653
1000,1589
1000,1940
1000,2814
1000,1744
1000,2110
1000,2838
1000,1774
1000,2458
1000,1395
1000,2131
1000,2879
1000,1838
1000,5065
1000,4001
1000,2964
1000,1899
1000,2570
1000,1507
1000,2246
1000,1183
1000,1837
1000,2443
1000,3350
1000,2286
1000,1245
1000,2099
1000,2777
1000,1713
1000,2152
1000,4355
1000,3289
1000,2235
1000,1239
1000,1837
1000,2791
1000,1727
