interval,rtt
40000,115316
40000,75223
40000,35118
40000,2845
40000,2754
40000,3143
40000,2776
40000,2861
40000,4756
40000,3083
40000,2689
40000,5999
40000,3230
40000,2949
40000,2716
40000,3145
40000,2703
40000,2836
40000,3007
40000,2801
40000,3889
40000,2782
40000,3106
40000,2982
40000,4488
40000,3028
40000,3086
40000,4042
40000,18224
40000,3396
40000,3479
40000,2476
40000,2679
40000,2403
40000,2778
40000,4020
40000,2748
40000,2829
40000,2553
40000,6410
40000,2787
40000,2838
40000,2853
40000,4368
40000,2755
40000,2920
40000,3051
40000,4940
40000,2853
40000,3209
40000,3555
40000,3918
40000,2882
40000,2857
40000,3403
40000,2483
40000,2492
40000,3185
40000,2894
40000,4454
40000,2799
40000,3093
40000,4767
40000,2775
40000,3059
40000,2618
40000,2985
40000,3759
40000,3195
40000,2753
40000,3131
40000,3403
40000,5872
40000,2949
40000,2786
40000,4623
40000,2916
40000,6295
40000,2893
40000,2651
40000,3646
40000,3732
40000,6033
40000,3919
40000,3415
40000,2959
40000,3151
40000,4794
40000,2799
40000,2810
40000,2812
40000,4221
40000,21080
40000,2500
40000,2630
40000,5084
40000,2642
40000,3082
40000,2268
40000,3487
40000,3067
40000,2825
40000,2847
40000,2999
40000,3070
40000,3010
40000,2498
40000,4291
40000,3062
40000,5004
40000,7202
40000,2520
40000,3327
40000,2832
40000,2606
40000,13091
40000,2802
40000,3071
40000,3129
40000,3168
40000,2896
40000,2894
40000,3793
40000,5252
40000,3806
40000,3037
40000,3033
40000,2877
40000,2714
40000,2866
40000,2736
40000,4151
40000,2933
40000,2815
40000,2744
40000,3178
40000,2882
40000,2788
40000,4397
40000,3898
40000,2814
40000,2717
40000,2883
40000,6674
40000,5012
40000,3196
40000,2790
40000,4115
40000,4961
40000,2710
40000,3551
40000,6271
40000,3457
40000,2400
40000,2788
40000,4042
40000,2394
40000,2812
40000,3380
40000,3141
40000,2827
40000,3060
40000,2828
40000,6591
40000,2746
40000,2960
40000,2979
40000,3041
40000,3356
40000,5114
40000,2742
40000,4437
40000,3763
40000,2731
40000,4861
40000,2823
40000,3030
40000,3127
40000,2953
40000,7360
40000,2751
40000,3877
40000,3248
40000,7560
40000,3006
40000,2909
40000,5130
40000,4079
40000,5492
40000,3235
40000,2849
40000,2937
40000,2517
40000,7806
40000,2962
40000,3979
40000,2991
40000,3002
40000,5019
40000,2671
40000,3984
40000,2863
40000,3307
40000,5849
40000,2685
40000,2909
40000,2914
40000,2933
40000,4809
40000,3731
40000,2780
40000,4367
40000,2871
40000,4725
40000,2738
40000,5272
40000,2686
40000,2578
40000,4861
40000,4021
40000,2844
40000,2661
40000,2897
40000,4671
40000,2816
40000,2444
40000,2710
40000,4324
40000,5980
40000,2720
40000,3088
40000,4912
40000,14589
40000,2687
40000,2704
40000,4299
40000,3286
40000,2796
40000,3183
40000,2752
40000,5173
40000,2971
40000,2770
40000,4847
40000,3198
40000,7831
40000,2817
40000,2732
40000,2849
40000,2588
40000,4800
40000,4167
40000,3122
40000,2808
40000,3005
40000,3324
40000,3038
40000,2999
40000,2853
40000,3961
40000,2670
40000,2634
40000,3599
40000,2794
40000,2522
40000,4631
40000,2861
40000,3887
40000,2861
40000,2756
40000,5452
40000,2719
40000,3599
40000,2659
40000,2943
40000,5911
40000,2975
40000,3051
40000,2750
40000,2425
40000,4635
40000,2872
40000,2695
40000,4711
40000,2901
40000,4710
40000,2967
40000,2880
40000,2657
40000,2761
40000,4747
40000,4001
40000,2761
40000,2752
40000,2797
40000,4817
40000,2715
40000,4159
40000,2725
40000,4126
40000,4744
40000,2762
40000,2609
40000,2700
40000,3585
40000,5166
40000,5727
40000,7015
40000,7532
40000,2726
40000,4775
40000,2816
40000,7761
40000,2805
40000,3021
40000,4033
40000,2870
40000,2884
40000,2841
40000,2726
40000,2796
40000,3077
40000,2791
40000,4170
40000,2640
40000,8084
40000,2870
40000,3170
40000,2810
40000,3506
40000,2428
40000,4167
40000,2772
40000,3094
40000,2733
40000,2804
40000,2694
40000,2704
40000,2735
40000,3835
40000,3027
40000,2734
40000,2883
40000,4810
40000,3637
40000,3087
40000,2754
40000,3891
40000,4834
40000,2493
40000,2793
40000,2980
40000,2872
40000,7537
40000,3740
40000,4878
40000,3072
40000,7348
40000,3718
40000,4396
40000,2862
40000,3414
40000,6694
40000,5374
40000,5283
40000,2696
40000,22054
40000,2889
40000,3105
40000,3030
40000,2550
40000,4071
40000,3215
40000,2901
40000,4860
40000,2823
40000,2884
40000,2863
40000,3361
40000,4300
40000,3198
40000,2927
40000,2942
40000,3244
40000,3691
40000,3330
40000,3002
40000,4620
40000,3198
40000,2908
40000,4000
40000,3839
40000,3085
40000,2763
40000,3173
40000,4268
40000,3114
40000,2668
40000,2992
40000,2527
40000,3520
40000,2841
40000,2802
40000,4315
40000,2942
40000,5830
40000,3175
40000,2806
40000,3284
40000,2911
40000,4767
40000,4384
40000,3030
40000,2832
40000,3189
40000,3605
40000,4126
40000,2731
40000,2999
40000,4622
40000,2884
40000,3078
40000,2840
40000,2875
40000,3023
40000,2735
40000,3991
40000,3952
40000,4233
40000,2512
40000,3071
40000,7210
40000,4533
40000,2819
40000,2605
40000,4537
40000,2686
40000,3191
40000,2785
40000,4973
40000,2715
40000,2605
40000,2954
40000,3908
40000,3162
40000,3006
40000,3121
40000,2850
40000,3198
40000,3695
40000,2698
40000,4886
40000,2789
40000,3171
